Source Port,Destination Port,NAT Source Port,NAT Destination Port,Bytes,Bytes Sent,Bytes Received,Packets,Elapsed Time (sec),pkts_sent,pkts_received,Action
57224,53,20310,53,532,198,334,6,50,3,3,allow
55067,443,14245,443,1146,360,786,20,75,7,13,allow
50899,80,62536,80,13974043,173337,13800706,11715,134,2429,9286,allow
50508,443,43933,443,5938,1012,4926,20,77,11,9,allow
43837,443,27944,443,70,70,0,1,4,1,0,allow
50507,443,55208,443,7171,1729,5442,24,78,13,11,allow
60746,40010,7294,40010,316,136,180,6,6,3,3,allow
53543,51819,47777,51819,70,70,0,1,4,1,0,allow
33730,443,53132,443,5947,1579,4368,22,315,12,10,allow
35343,80,43757,80,953,538,415,11,318,6,5,allow
57223,443,27688,443,24283,14945,9338,46,318,26,20,allow
50679,443,24042,443,14172,2714,11458,32,637,13,19,allow
55946,443,34803,443,9274,5282,3992,42,186,22,20,allow
65273,53,14991,53,338,110,228,2,29,1,1,allow
64338,53,55215,53,292,102,190,2,29,1,1,allow
44883,53,44883,53,216,90,126,2,29,1,1,allow
65348,53,17423,53,177,94,83,2,29,1,1,allow
56776,18318,59158,18318,70,70,0,1,5,1,0,allow
43483,443,14734,443,144138,17538,126600,275,300,115,160,allow
58659,53,58909,53,167,78,89,2,30,1,1,allow
54322,27015,10656,27015,924,924,0,3,30,3,0,allow
55154,443,28417,443,1610,771,839,22,120,11,11,allow
56176,53,8371,53,194,102,92,2,30,1,1,allow
65263,80,27562,80,7440,4032,3408,48,629,25,23,allow
56775,20617,28248,20617,70,70,0,2,8,2,0,allow
51748,15177,40687,15177,70,70,0,2,9,2,0,allow
56601,80,22349,80,234,234,0,4,12,4,0,allow
43488,443,22133,443,6817,1221,5596,26,285,14,12,allow
44847,46972,13667,46972,150,150,0,1,1200,1,0,allow
36961,443,20198,443,7326,1399,5927,29,280,15,14,allow
57396,53,39255,53,358,102,256,2,30,1,1,allow
55114,53,53852,53,392,100,292,4,33,2,2,allow
51576,443,13071,443,9753,2821,6932,39,201,22,17,allow
8986,443,12105,443,8062,2804,5258,43,161,20,23,allow
46442,80,6730,80,1373,669,704,10,16,5,5,allow
49774,53,5014,53,236,94,142,2,30,1,1,allow
41418,443,15753,443,6670,1576,5094,23,200,13,10,allow
64706,27065,37449,27065,924,924,0,3,30,3,0,allow
55229,53,55587,53,199,94,105,2,30,1,1,allow
59175,53,63239,53,168,78,90,2,30,1,1,allow
57009,53,48433,53,177,94,83,2,30,1,1,allow
50714,443,52657,443,9477,1950,7527,31,181,14,17,allow
44252,443,6888,443,14455,6007,8448,45,120,26,19,allow
51735,50794,12843,50794,70,70,0,1,5,1,0,allow
56395,443,48597,443,77506,2940,74566,100,80,38,62,allow
39527,443,33957,443,8447,3506,4941,28,333,15,13,allow
54321,27015,6955,27015,924,924,0,3,30,3,0,allow
54320,27016,28839,27016,924,924,0,3,30,3,0,allow
35587,123,5043,123,184,94,90,2,30,1,1,allow
6882,8999,49067,8999,238,118,120,2,1200,1,1,allow
65262,80,27207,80,8814,4800,4014,52,629,27,25,allow
61384,80,43597,80,2526,843,1683,12,255,7,5,allow
63264,53,63264,53,197,90,107,2,30,1,1,allow
49796,53,34008,53,238,102,136,2,30,1,1,allow
61256,443,47931,443,2680,255,2425,9,120,4,5,allow
65427,443,32092,443,14205,1527,12678,13,147,2,11,allow
50901,80,6668,80,14661588,141996,14519592,11768,134,2012,9756,allow
55597,7485,9099,7485,70,70,0,2,8,2,0,allow
50903,80,42549,80,13644327,154437,13489890,11257,134,2201,9056,allow
51752,31677,2687,31677,70,70,0,2,8,2,0,allow
7595,80,7595,80,34707,1796,32911,45,45,20,25,allow
57353,443,32586,443,150,150,0,1,5,1,0,allow
56777,42486,21252,42486,70,70,0,1,5,1,0,allow
56964,53,13707,53,267,87,180,4,57,2,2,allow
28989,53,28989,53,197,90,107,2,29,1,1,allow
61492,80,29860,80,901,398,503,10,15,5,5,allow
62109,443,64847,443,21219,1329,19890,32,122,13,19,allow
65287,53,32403,53,222,86,136,2,30,1,1,allow
56126,53,59441,53,336,110,226,2,29,1,1,allow
55567,53,55567,53,216,90,126,2,30,1,1,allow
49553,53,5635,53,614,239,375,6,53,3,3,allow
58664,53,10827,53,167,78,89,2,29,1,1,allow
49419,53,3552,53,343,100,243,4,52,2,2,allow
43484,443,55073,443,130,70,60,2,15,1,1,allow
49610,53,9285,53,168,78,90,2,30,1,1,allow
57588,443,16925,443,9109,2044,7065,25,22,14,11,allow
50645,53,27805,53,177,94,83,2,30,1,1,allow
50500,443,60385,443,12556,1134,11422,28,78,13,15,allow
50502,443,59383,443,11323,3376,7947,29,77,16,13,allow
50504,443,47105,443,5476,1073,4403,22,78,12,10,allow
52629,53,0,0,418,154,264,4,33,2,2,allow
46641,8100,2386,8100,78,78,0,1,4,1,0,allow
64657,53,35491,53,370,96,274,4,39,2,2,allow
4184,53,4184,53,216,90,126,2,29,1,1,allow
59179,53,29104,53,260,86,174,2,30,1,1,allow
50209,53,40978,53,86,86,0,1,30,1,0,allow
56174,443,33268,443,1310,649,661,13,185,7,6,allow
45392,443,53669,443,1312,651,661,13,185,7,6,allow
65251,80,48445,80,6352,4052,2300,44,630,23,21,allow
65466,443,13984,443,478996,13760,465236,490,16,171,319,allow
61712,80,5502,80,1864,1024,840,10,16,6,4,allow
51667,25826,43364,25826,9372,9372,0,11,30,11,0,allow
56291,53,51569,53,260,102,158,2,30,1,1,allow
58658,53,27150,53,260,86,174,2,30,1,1,allow
46297,80,56497,80,1155,781,374,10,15,6,4,allow
43482,443,29764,443,2316,1280,1036,20,278,11,9,allow
35509,3389,35509,3389,4224,2055,2169,22,21,13,9,allow
50645,53,59508,53,177,94,83,2,30,1,1,allow
54807,53,14408,53,206,86,120,2,30,1,1,allow
50825,443,30672,443,252960,10277,242683,301,209,119,182,allow
52321,443,49472,443,10320,5152,5168,45,15,25,20,allow
43487,443,8725,443,6886,1291,5595,27,285,15,12,allow
41296,80,53379,80,1056,682,374,10,15,6,4,allow
65379,443,56474,443,4514,2844,1670,29,84,14,15,allow
65264,80,41866,80,7440,4032,3408,48,629,25,23,allow
17532,53,17532,53,233,90,143,2,31,1,1,allow
52322,53,58058,53,86,86,0,1,30,1,0,allow
60163,443,11476,443,3041,1745,1296,28,3600,15,13,allow
56176,443,9976,443,1312,651,661,13,185,7,6,allow
55928,443,33892,443,5433,3275,2158,16,135,8,8,allow
53541,59939,18832,59939,70,70,0,1,5,1,0,allow
65465,443,59471,443,92040,4799,87241,107,16,43,64,allow
61835,443,61835,443,21703,2433,19270,44,76,18,26,allow
51797,80,9284,80,1929,796,1133,21,135,11,10,allow
61834,443,61834,443,220115,6038,214077,231,76,78,153,allow
50229,443,13758,443,6846,2479,4367,41,256,19,22,allow
50915,80,27954,80,10548172,142265,10405907,9105,134,1982,7123,allow
63968,53,61368,53,310,142,168,2,30,1,1,allow
58562,3389,58562,3389,5387,1909,3478,22,21,10,12,allow
50911,80,6093,80,13780884,170419,13610465,11542,134,2387,9155,allow
44187,443,10571,443,12382,2688,9694,37,361,19,18,allow
56462,445,0,0,70,70,0,1,0,1,0,drop
56454,445,0,0,70,70,0,1,0,1,0,drop
56450,445,0,0,70,70,0,1,0,1,0,drop
26531,37965,0,0,62,62,0,1,0,1,0,deny
51431,445,0,0,70,70,0,1,0,1,0,drop
50784,52952,0,0,66,66,0,1,0,1,0,deny
37568,443,2020,443,499,425,74,4,0,3,1,allow
37564,443,36169,443,499,425,74,4,0,3,1,allow
37567,443,17651,443,499,425,74,4,0,3,1,allow
37566,443,23464,443,499,425,74,4,0,3,1,allow
37563,443,52126,443,499,425,74,4,0,3,1,allow
37565,443,6723,443,499,425,74,4,0,3,1,allow
55865,64147,0,0,66,66,0,1,0,1,0,deny
61315,48817,0,0,62,62,0,1,0,1,0,deny
51870,445,0,0,66,66,0,1,0,1,0,drop
51430,445,0,0,70,70,0,1,0,1,0,drop
50788,48817,0,0,66,66,0,1,0,1,0,deny
51428,445,0,0,70,70,0,1,0,1,0,drop
34382,26314,0,0,143,143,0,1,0,1,0,deny
51244,16474,0,0,100,100,0,1,0,1,0,deny
59584,36237,0,0,66,66,0,1,0,1,0,deny
51244,21162,0,0,100,100,0,1,0,1,0,deny
58597,35440,0,0,62,62,0,1,0,1,0,deny
51244,29517,0,0,100,100,0,1,0,1,0,deny
51244,52290,0,0,100,100,0,1,0,1,0,deny
36656,64147,0,0,62,62,0,1,0,1,0,deny
51244,14984,0,0,100,100,0,1,0,1,0,deny
30114,65151,0,0,60,60,0,1,0,1,0,deny
51859,445,0,0,66,66,0,1,0,1,0,drop
51244,59353,0,0,100,100,0,1,0,1,0,deny
51244,57099,0,0,100,100,0,1,0,1,0,deny
56439,445,0,0,70,70,0,1,0,1,0,drop
36339,50584,0,0,62,62,0,1,0,1,0,deny
19570,50584,0,0,66,66,0,1,0,1,0,deny
1025,40108,0,0,146,146,0,1,0,1,0,deny
52802,56205,0,0,66,66,0,1,0,1,0,deny
60292,7129,0,0,62,62,0,1,0,1,0,deny
9659,81,0,0,60,60,0,1,0,1,0,deny
51856,445,0,0,66,66,0,1,0,1,0,drop
51421,445,0,0,70,70,0,1,0,1,0,drop
27328,21247,0,0,62,62,0,1,0,1,0,deny
51419,445,0,0,70,70,0,1,0,1,0,drop
54071,50265,0,0,62,62,0,1,0,1,0,deny
51848,445,0,0,66,66,0,1,0,1,0,drop
42128,54532,0,0,60,60,0,1,0,1,0,deny
51418,445,0,0,70,70,0,1,0,1,0,drop
51840,445,0,0,66,66,0,1,0,1,0,drop
51417,445,0,0,70,70,0,1,0,1,0,drop
51416,445,0,0,70,70,0,1,0,1,0,drop
51411,445,0,0,70,70,0,1,0,1,0,drop
54631,44847,0,0,74,74,0,1,0,1,0,deny
62780,35440,0,0,66,66,0,1,0,1,0,deny
11458,2767,0,0,66,66,0,1,0,1,0,deny
51398,445,0,0,70,70,0,1,0,1,0,drop
51397,445,0,0,70,70,0,1,0,1,0,drop
51391,445,0,0,70,70,0,1,0,1,0,drop
27442,44847,0,0,62,62,0,1,0,1,0,deny
26802,50584,0,0,146,146,0,1,0,1,0,deny
47173,35440,0,0,62,62,0,1,0,1,0,deny
51388,445,0,0,70,70,0,1,0,1,0,drop
51387,445,0,0,70,70,0,1,0,1,0,drop
26406,37965,0,0,66,66,0,1,0,1,0,deny
56430,445,0,0,70,70,0,1,0,1,0,drop
56428,445,0,0,70,70,0,1,0,1,0,drop
56427,445,0,0,70,70,0,1,0,1,0,drop
51832,445,0,0,66,66,0,1,0,1,0,drop
51833,445,0,0,66,66,0,1,0,1,0,drop
51834,445,0,0,66,66,0,1,0,1,0,drop
51831,445,0,0,66,66,0,1,0,1,0,drop
51827,445,0,0,66,66,0,1,0,1,0,drop
51829,445,0,0,66,66,0,1,0,1,0,drop
51828,445,0,0,66,66,0,1,0,1,0,drop
51826,445,0,0,66,66,0,1,0,1,0,drop
53475,3389,0,0,66,66,0,1,0,1,0,deny
22683,39210,0,0,60,60,0,1,0,1,0,deny
30443,44847,0,0,62,62,0,1,0,1,0,deny
14615,57866,0,0,66,66,0,1,0,1,0,deny
443,12105,0,0,66,66,0,1,0,1,0,deny
65501,57470,0,0,72,72,0,1,0,1,0,deny
62787,51221,0,0,66,66,0,1,0,1,0,deny
53211,22114,0,0,66,66,0,1,0,1,0,deny
6676,63836,0,0,145,145,0,1,0,1,0,deny
58977,37965,0,0,66,66,0,1,0,1,0,deny
51376,445,0,0,70,70,0,1,0,1,0,drop
53745,443,56954,443,499,425,74,4,0,3,1,allow
53744,443,46972,443,499,425,74,4,0,3,1,allow
7444,57470,0,0,66,66,0,1,0,1,0,deny
7222,57470,0,0,62,62,0,1,0,1,0,deny
6895,57354,0,0,148,148,0,1,0,1,0,deny
56422,445,0,0,70,70,0,1,0,1,0,drop
56417,445,0,0,70,70,0,1,0,1,0,drop
56412,445,0,0,70,70,0,1,0,1,0,drop
58748,80,58748,80,6516,564,5952,16,25,7,9,allow
14082,50584,0,0,66,66,0,1,0,1,0,deny
44258,25,0,0,74,74,0,1,0,1,0,deny
51814,445,0,0,66,66,0,1,0,1,0,drop
51813,445,0,0,66,66,0,1,0,1,0,drop
51812,445,0,0,66,66,0,1,0,1,0,drop
19858,64147,0,0,62,62,0,1,0,1,0,deny
56410,445,0,0,70,70,0,1,0,1,0,drop
33822,57470,0,0,66,66,0,1,0,1,0,deny
7301,14914,0,0,157,157,0,1,0,1,0,deny
51372,445,0,0,70,70,0,1,0,1,0,drop
56407,445,0,0,70,70,0,1,0,1,0,drop
56406,445,0,0,70,70,0,1,0,1,0,drop
56403,445,0,0,70,70,0,1,0,1,0,drop
56395,445,0,0,70,70,0,1,0,1,0,drop
33289,50584,0,0,62,62,0,1,0,1,0,deny
48676,53395,0,0,60,60,0,1,0,1,0,deny
51361,445,0,0,70,70,0,1,0,1,0,drop
51363,445,0,0,70,70,0,1,0,1,0,drop
56778,35440,0,0,66,66,0,1,0,1,0,deny
51359,445,0,0,70,70,0,1,0,1,0,drop
51358,445,0,0,70,70,0,1,0,1,0,drop
8999,57470,0,0,146,146,0,1,0,1,0,deny
51355,445,0,0,70,70,0,1,0,1,0,drop
20961,35440,0,0,62,62,0,1,0,1,0,deny
51074,80,51074,80,168467,7348,161119,184,8,67,117,allow
61241,22114,0,0,66,66,0,1,0,1,0,deny
54684,37965,0,0,62,62,0,1,0,1,0,deny
56453,37965,0,0,66,66,0,1,0,1,0,deny
6889,24748,0,0,143,143,0,1,0,1,0,deny
59156,50584,0,0,66,66,0,1,0,1,0,deny
60894,50584,0,0,62,62,0,1,0,1,0,deny
56390,445,0,0,70,70,0,1,0,1,0,drop
56385,445,0,0,70,70,0,1,0,1,0,drop
56383,445,0,0,70,70,0,1,0,1,0,drop
51350,445,0,0,70,70,0,1,0,1,0,drop
18291,37807,0,0,146,146,0,1,0,1,0,deny
46349,51505,0,0,74,74,0,1,0,1,0,deny
0,0,0,0,480,244,236,4,0,2,2,allow
3225,64147,0,0,66,66,0,1,0,1,0,deny
16221,50584,0,0,62,62,0,1,0,1,0,deny
51342,445,0,0,70,70,0,1,0,1,0,drop
51340,445,0,0,70,70,0,1,0,1,0,drop
51788,445,0,0,66,66,0,1,0,1,0,drop
56380,445,0,0,70,70,0,1,0,1,0,drop
16387,26193,0,0,60,60,0,1,0,1,0,deny
1027,44847,0,0,62,62,0,1,0,1,0,deny
50355,43890,0,0,66,66,0,1,0,1,0,deny
16387,35308,0,0,60,60,0,1,0,1,0,deny
16387,56995,0,0,60,60,0,1,0,1,0,deny
6712,123,0,0,90,90,0,1,0,1,0,deny
16524,22114,0,0,62,62,0,1,0,1,0,deny
61524,23,0,0,60,60,0,1,0,1,0,deny
51335,445,0,0,70,70,0,1,0,1,0,drop
51334,445,0,0,70,70,0,1,0,1,0,drop
5379,37965,0,0,66,66,0,1,0,1,0,deny
38926,37965,0,0,62,62,0,1,0,1,0,deny
1811,35440,0,0,62,62,0,1,0,1,0,deny
1024,64147,0,0,109,109,0,1,0,1,0,deny
51783,445,0,0,66,66,0,1,0,1,0,drop
1284,50584,0,0,66,66,0,1,0,1,0,deny
35269,61903,0,0,145,145,0,1,0,1,0,deny
28584,37965,0,0,62,62,0,1,0,1,0,deny
20844,64147,0,0,66,66,0,1,0,1,0,deny
64788,43890,0,0,66,66,0,1,0,1,0,deny
51782,445,0,0,66,66,0,1,0,1,0,drop
51330,445,0,0,70,70,0,1,0,1,0,drop
56368,445,0,0,70,70,0,1,0,1,0,drop
13188,35440,0,0,62,62,0,1,0,1,0,deny
56364,445,0,0,70,70,0,1,0,1,0,drop
56361,445,0,0,70,70,0,1,0,1,0,drop
56360,445,0,0,70,70,0,1,0,1,0,drop
51329,445,0,0,70,70,0,1,0,1,0,drop
51781,445,0,0,66,66,0,1,0,1,0,drop
45941,23388,0,0,60,60,0,1,0,1,0,deny
45941,23388,0,0,60,60,0,1,0,1,0,deny
59523,37965,0,0,62,62,0,1,0,1,0,deny
49516,35894,0,0,62,62,0,1,0,1,0,deny
63433,57866,0,0,62,62,0,1,0,1,0,deny
55618,56205,0,0,62,62,0,1,0,1,0,deny
56354,445,0,0,70,70,0,1,0,1,0,drop
56352,445,0,0,70,70,0,1,0,1,0,drop
56351,445,0,0,70,70,0,1,0,1,0,drop
56348,445,0,0,70,70,0,1,0,1,0,drop
51324,445,0,0,70,70,0,1,0,1,0,drop
57750,37965,0,0,146,146,0,1,0,1,0,deny
39475,443,29487,443,3310,2291,1019,17,16,10,7,allow
33968,443,15691,443,10073,4379,5694,33,42,17,16,allow
50306,443,54494,443,9889,2800,7089,28,82,17,11,allow
63750,63343,38388,63343,66,66,0,2,8,2,0,allow
51731,39392,29228,39392,66,66,0,1,5,1,0,allow
59738,443,4655,443,510,164,346,2,31,1,1,allow
57849,443,35072,443,11893,6064,5829,29,92,15,14,allow
39473,443,25041,443,11226,3340,7886,28,16,16,12,allow
43071,80,63845,80,808,480,328,13,158,9,4,allow
50696,80,3909,80,55872,28838,27034,234,175,117,117,allow
47932,443,21603,443,9467,2741,6726,24,20,15,9,allow
61622,80,61622,80,48702,2799,45903,74,110,38,36,allow
38283,443,38283,443,6981,948,6033,17,54,10,7,allow
50574,80,53098,80,2734,1250,1484,16,15,10,6,allow
60391,47212,53433,47212,258,70,188,4,8,2,2,allow
38085,443,1147,443,78,78,0,1,5,1,0,allow
56964,53,45347,53,267,87,180,4,54,2,2,allow
49465,443,57765,443,11184,6821,4363,27,53,14,13,allow
123,123,62754,123,184,94,90,2,30,1,1,allow
50692,80,35406,80,57678,29714,27964,241,175,120,121,allow
52452,80,35444,80,5582,591,4991,14,75,7,7,allow
50693,80,37544,80,56849,29352,27497,239,175,120,119,allow
39477,443,24151,443,3655,2308,1347,18,15,10,8,allow
60392,1134,52281,1134,70,70,0,2,8,2,0,allow
61836,443,61836,443,132180,4407,127773,146,75,51,95,allow
64530,53,55254,53,261,87,174,4,45,2,2,allow
49523,53,10736,53,728,96,632,2,30,1,1,allow
50695,80,60576,80,58726,30286,28440,246,175,123,123,allow
56559,443,41687,443,2723,1564,1159,15,17,9,6,allow
23317,443,22656,443,2227,1018,1209,17,15,8,9,allow
57470,44224,31554,44224,480,149,331,2,1200,1,1,allow
52454,80,19961,80,2425,529,1896,11,75,6,5,allow
52065,80,16889,80,81670,2359,79311,89,621,30,59,allow
50685,80,30111,80,60374,30984,29390,250,175,123,127,allow
53112,29258,11040,29258,70,70,0,2,8,2,0,allow
49171,443,1136,443,15437,8368,7069,40,361,19,21,allow
51946,443,31314,443,2666,1542,1124,17,17,9,8,allow
62111,443,62044,443,3262,256,3006,9,121,4,5,allow
51749,1408,51950,1408,70,70,0,1,5,1,0,allow
59737,53,18837,53,382,164,218,2,31,1,1,allow
61340,443,7462,443,31549,6352,25197,64,206,26,38,allow
56923,53,49262,53,711,87,624,2,30,1,1,allow
56772,61424,18304,61424,70,70,0,2,8,2,0,allow
39871,53,52816,53,198,93,105,2,31,1,1,allow
30960,45683,56128,45683,330,330,0,6,3609,6,0,allow
30960,45670,41313,45670,462,462,0,8,3632,8,0,allow
61030,443,16792,443,109010,37307,71703,152,895,62,90,allow
21365,23718,0,0,62,62,0,1,0,1,0,deny
51773,445,0,0,66,66,0,1,0,1,0,drop
51769,445,0,0,66,66,0,1,0,1,0,drop
51768,445,0,0,66,66,0,1,0,1,0,drop
51764,445,0,0,66,66,0,1,0,1,0,drop
52514,23,0,0,60,60,0,1,0,1,0,deny
28914,26296,0,0,159,159,0,1,0,1,0,deny
51763,445,0,0,66,66,0,1,0,1,0,drop
51762,445,0,0,66,66,0,1,0,1,0,drop
51761,445,0,0,66,66,0,1,0,1,0,drop
46495,4607,0,0,60,60,0,1,0,1,0,deny
1182,23,0,0,60,60,0,1,0,1,0,deny
61693,443,50704,443,12203,3519,8684,65,18,35,30,allow
50689,80,10754,80,54757,28216,26541,229,175,114,115,allow
50697,80,44763,80,54775,28230,26545,230,175,115,115,allow
50582,80,62835,80,53959,2683,51276,69,16,30,39,allow
31871,53,40960,53,209,86,123,2,29,1,1,allow
64375,53,1918,53,228,110,118,2,29,1,1,allow
57305,53,63466,53,177,94,83,2,30,1,1,allow
55054,443,7526,443,6903,1481,5422,33,612,12,21,allow
43214,443,49896,443,1563663,41030,1522633,1538,40,479,1059,allow
56734,45086,42195,45086,1640,460,1180,8,30,4,4,allow
50909,80,20271,80,12826704,145724,12680980,10558,133,2024,8534,allow
50902,80,26223,80,12578792,132594,12446198,10198,133,1845,8353,allow
52453,443,8871,443,6650,950,5700,18,75,9,9,allow
51733,30688,11073,30688,70,70,0,1,4,1,0,allow
53539,6881,61115,6881,492,306,186,8,14,5,3,allow
42922,80,60551,80,78,78,0,1,4,1,0,allow
52210,443,33908,443,6294,1716,4578,27,23,16,11,allow
51604,443,37096,443,7086,2173,4913,20,16,10,10,allow
57747,80,27520,80,2754,1602,1152,17,22,9,8,allow
34760,443,55387,443,70,70,0,1,4,1,0,allow
39948,5223,55367,5223,5551,1338,4213,28,1323,11,17,allow
64882,53,49587,53,279,126,153,2,30,1,1,allow
57470,8100,10100,8100,3281,894,2387,14,1200,7,7,allow
49848,53,60109,53,260,102,158,2,30,1,1,allow
60380,55125,31447,55125,70,70,0,1,5,1,0,allow
60382,62582,16978,62582,70,70,0,1,5,1,0,allow
51266,16103,3760,16103,70,70,0,2,8,2,0,allow
60062,53,61702,53,168,78,90,2,30,1,1,allow
38321,80,40490,80,543,469,74,6,16,5,1,allow
64530,53,18888,53,261,87,174,4,45,2,2,allow
64573,53,58393,53,558,104,454,4,49,2,2,allow
60385,59696,6029,59696,70,70,0,1,5,1,0,allow
43215,443,55751,443,3245691,49693,3195998,2856,38,666,2190,allow
59016,443,23931,443,12676,4222,8454,36,87,20,16,allow
50501,123,36469,123,184,94,90,2,30,1,1,allow
49621,443,55607,443,46983,4167,42816,66,44,28,38,allow
57305,53,33562,53,177,94,83,2,30,1,1,allow
60895,443,6009,443,9387,2961,6426,38,18,23,15,allow
9129,53,56648,53,205,86,119,2,30,1,1,allow
59739,443,20531,443,304,86,218,2,30,1,1,allow
12433,53,7842,53,208,86,122,2,30,1,1,allow
55339,443,4853,443,2552065,30474,2521591,2074,129,236,1838,allow
23560,53,25867,53,219,86,133,2,30,1,1,allow
60381,26312,40513,26312,70,70,0,1,5,1,0,allow
51734,59825,48074,59825,70,70,0,1,5,1,0,allow
51582,443,29660,443,9080,2186,6894,27,108,14,13,allow
62947,53,18275,53,213,86,127,2,30,1,1,allow
55596,53,49236,53,177,94,83,2,30,1,1,allow
51233,443,5696,443,9925,2939,6986,30,46,17,13,allow
39640,53,64225,53,168,78,90,2,30,1,1,allow
15503,42638,40530,42638,1367,664,703,16,1200,9,7,allow
50908,80,37284,80,14077960,171956,13906004,11755,133,2437,9318,allow
50694,80,5032,80,54760,27837,26923,229,175,114,115,allow
52455,443,34682,443,7356,1014,6342,20,75,10,10,allow
59419,80,51819,80,3442,1672,1770,19,22,10,9,allow
36065,443,10379,443,3171,1490,1681,22,21,12,10,allow
34856,443,47870,443,7524,1903,5621,31,22,18,13,allow
51750,54567,18193,54567,70,70,0,2,7,2,0,allow
46167,80,23731,80,234,234,0,4,11,4,0,allow
57416,66,12942,66,70,70,0,1,4,1,0,allow
7322,80,9945,80,950,485,465,9,16,5,4,allow
50824,443,63186,443,337727,11283,326444,367,208,126,241,allow
56964,53,17076,53,267,87,180,4,53,2,2,allow
61837,443,61837,443,18398,2360,16038,39,75,17,22,allow
47110,80,30489,80,436,222,214,7,19,4,3,allow
50602,443,33341,443,572966,109738,463228,1277,624,639,638,allow
33649,123,62077,123,184,94,90,2,30,1,1,allow
65248,53,8659,53,197,94,103,2,30,1,1,allow
64218,53,41220,53,212,94,118,2,30,1,1,allow
49915,53,47403,53,225,102,123,2,30,1,1,allow
34285,53,45642,53,168,78,90,2,30,1,1,allow
51798,80,50477,80,1825,824,1001,21,134,11,10,allow
56661,53,1967,53,900,110,790,2,30,1,1,allow
48362,443,23544,443,8075,1766,6309,22,78,13,9,allow
57165,53,9169,53,216,102,114,2,30,1,1,allow
41882,53,0,0,86,86,0,1,29,1,0,allow
28481,53,51837,53,205,86,119,2,30,1,1,allow
59740,53,42403,53,304,86,218,2,30,1,1,allow
52495,443,27354,443,787462,10645,776817,653,131,87,566,allow
59727,443,28777,443,304,86,218,2,31,1,1,allow
59725,443,21996,443,304,86,218,2,31,1,1,allow
37965,40840,26004,40840,150,150,0,1,1199,1,0,allow
49501,443,35522,443,13077,4380,8697,34,1881,17,17,allow
59731,443,4869,443,384,166,218,2,31,1,1,allow
51732,54299,38142,54299,70,70,0,1,5,1,0,allow
52907,80,17763,80,1659,653,1006,10,16,6,4,allow
44929,443,44929,443,5469,2222,3247,22,38,13,9,allow
41811,443,11732,443,28899,3134,25765,66,271,32,34,allow
59742,53,55013,53,448,166,282,2,30,1,1,allow
56207,53,30514,53,260,102,158,2,30,1,1,allow
39039,443,46475,443,3159,1237,1922,14,19,8,6,allow
56773,28093,5962,28093,70,70,0,2,8,2,0,allow
53220,80,25607,80,17976,840,17136,21,16,6,15,allow
56964,53,61136,53,267,87,180,4,59,2,2,allow
59741,443,12538,443,384,166,218,2,30,1,1,allow
54743,443,47896,443,166136,7244,158892,202,149,76,126,allow
52784,443,47288,443,2802,1626,1176,18,72,9,9,allow
64720,53,3807,53,216,102,114,2,30,1,1,allow
60044,443,17036,443,15769,1619,14150,17,141,4,13,allow
53069,443,18651,443,13074,8472,4602,31,135,16,15,allow
36936,443,13188,443,490,210,280,8,131,4,4,allow
36934,443,62872,443,490,210,280,8,131,4,4,allow
63171,5228,60967,5228,3535,1973,1562,36,3961,18,18,allow
62110,443,43597,443,10390,3051,7339,16,121,6,10,allow
53562,8999,49942,8999,320,140,180,6,6,3,3,allow
53540,34134,25153,34134,70,70,0,1,5,1,0,allow
50609,80,26280,80,4163,2891,1272,17,17,9,8,allow
50691,80,17442,80,55050,28089,26961,228,175,112,116,allow
42451,443,55087,443,4886,895,3991,16,31,9,7,allow
57264,53,9791,53,214,102,112,2,30,1,1,allow
50112,123,33230,123,184,94,90,2,30,1,1,allow
52493,443,57807,443,32907,8900,24007,38,16,16,22,allow
64530,53,39688,53,261,87,174,4,46,2,2,allow
63733,47013,29294,47013,70,70,0,1,5,1,0,allow
39486,80,4046,80,1184,524,660,7,78,4,3,allow
63530,3389,63530,3389,3489,1534,1955,17,19,9,8,allow
50482,443,21793,443,2520,1267,1253,17,83,9,8,allow
50481,443,21430,443,1258,716,542,13,83,7,6,allow
50684,80,24128,80,57576,29602,27974,239,175,118,121,allow
53214,80,58168,80,19877,856,19021,22,16,6,16,allow
123,123,8140,123,184,94,90,2,30,1,1,allow
56378,53,11573,53,214,102,112,2,30,1,1,allow
123,123,42021,123,184,94,90,2,30,1,1,allow
55704,53,11582,53,260,102,158,2,30,1,1,allow
59733,53,57614,53,384,166,218,2,30,1,1,allow
49777,443,42531,443,35152,27056,8096,56,104,31,25,allow
53556,1024,53867,1024,70,70,0,2,8,2,0,allow
63732,40642,2876,40642,70,70,0,1,5,1,0,allow
50703,80,3596,80,54304,27807,26497,227,175,113,114,allow
50978,80,46474,80,1442,700,742,12,35,6,6,allow
2980,53,2980,53,216,90,126,2,30,1,1,allow
62113,443,7270,443,3262,256,3006,9,121,4,5,allow
33109,443,18483,443,6749,1593,5156,23,123,12,11,allow
62865,443,23097,443,21313,7245,14068,48,128,22,26,allow
56345,445,0,0,70,70,0,1,0,1,0,drop
56343,445,0,0,70,70,0,1,0,1,0,drop
56342,445,0,0,70,70,0,1,0,1,0,drop
51948,37965,0,0,62,62,0,1,0,1,0,deny
51759,445,0,0,66,66,0,1,0,1,0,drop
